id,ratingCategory
1078,0
781,0
4066,0
2351,1
1647,1
4942,0
471,0
1993,1
3005,1
2690,0
459,0
2846,0
1137,1
4098,0
3887,0
4924,0
4653,1
2664,1
1364,0
4269,0
232,0
1445,0
1179,1
37,1
1115,1
1350,0
3590,1
977,1
1348,0
447,0
4857,0
1793,1
1255,1
239,1
4624,0
2995,0
2958,1
740,0
4317,0
3775,0
3042,1
4067,0
1787,0
2776,0
2922,1
3170,0
2532,1
421,1
3999,0
4791,1
1513,1
1696,0
1745,0
1763,0
284,1
1398,0
490,1
402,0
2469,1
2645,1
2476,1
4318,0
1789,0
812,1
4544,0
4789,0
4518,1
3122,0
3920,0
2717,1
1234,1
510,1
2525,1
3054,0
2225,0
2196,0
3072,0
4068,1
3544,0
4868,0
4087,0
2589,1
4830,1
1225,1
454,1
2370,1
894,1
4727,1
3691,1
4580,0
253,0
717,1
2354,1
3105,0
3997,0
4777,0
919,1
1316,0
3821,1
3929,1
2504,1
2827,0
1205,1
2122,0
2625,0
2437,1
3303,0
4467,0
4586,1
4146,1
4001,1
4091,1
4410,0
3104,0
3294,1
176,1
1887,1
963,0
2655,0
4239,1
3569,1
2691,1
3171,1
4893,0
3293,1
377,0
823,1
2142,1
2930,1
2017,1
2019,0
898,0
1982,1
431,1
4646,1
2151,0
761,0
4750,0
328,1
4174,0
1790,0
1624,0
1784,1
4195,1
3831,1
1639,1
3743,1
5052,0
5006,0
771,1
4898,0
3389,0
1750,0
1730,0
3258,0
1722,1
2395,1
1562,0
5041,0
1642,1
4713,0
757,1
3431,0
4346,0
775,1
3752,1
4715,1
2928,0
209,1
4732,0
1269,0
725,1
3993,0
710,0
2802,0
604,0
1735,0
1238,1
3940,0
2246,1
2488,0
3917,0
1930,1
3925,0
1266,0
1023,1
3379,1
4677,0
3655,1
4737,0
3366,1
225,1
4353,0
1633,1
3223,1
4908,0
1039,0
159,1
3207,0
4225,0
1515,0
4173,1
3412,1
3944,0
1194,1
1662,1
4073,1
3056,0
1379,0
2963,1
2915,1
3849,0
3217,1
254,1
1600,1
1349,0
4139,1
3734,0
3329,1
4062,0
3069,0
3786,0
2683,0
2537,1
1707,1
4900,1
3416,1
2783,1
2377,0
601,0
4956,0
4848,0
2181,0
180,1
2766,1
1417,0
1626,0
2299,1
3110,0
1248,0
1535,1
2217,1
1161,0
764,1
4861,0
4670,0
4701,0
3816,0
4398,0
5066,0
1555,1
3511,1
4833,1
1512,0
508,1
69,1
4829,0
86,0
4322,0
1954,1
3013,1
897,1
2696,0
2412,1
3515,1
1156,0
2710,0
5061,0
886,1
2679,1
758,1
3112,1
2382,0
325,0
1548,1
4063,0
1093,0
2723,0
4813,1
1322,1
4633,0
2247,1
2308,1
3567,0
5026,1
901,1
2680,1
2584,0
4990,0
2159,1
352,1
4340,0
3634,0
68,1
2031,0
3702,1
3679,1
3547,0
536,1
4499,1
2239,1
4855,0
3533,1
4440,0
629,1
2398,1
4338,1
4097,1
1116,1
3344,0
4522,0
1850,1
2111,1
2611,1
2581,1
394,1
2874,1
2392,1
4147,0
77,1
1047,1
4649,0
2107,0
3140,1
2908,1
1980,0
1509,1
1077,1
3176,1
3149,1
2216,1
2183,1
3765,0
4371,0
119,1
3598,0
570,1
4130,0
634,0
699,1
1181,1
1268,1
147,0
3455,1
31,1
1872,1
1289,1
247,1
4842,0
3866,0
4771,0
4124,1
21,0
724,1
1575,1
291,1
3334,1
1690,1
3757,1
1129,1
1123,1
122,1
1571,0
3390,0
4224,0
2614,1
1212,1
2600,1
1050,1
3181,0
5069,0
1755,1
3121,1
2296,0
5029,0
1220,0
902,0
1311,0
2158,0
4183,0
1708,1
4342,0
464,1
3008,1
1324,1
1583,1
925,0
4311,1
3742,1
4562,1
1245,0
1343,0
4717,1
620,0
613,0
1779,1
874,1
2893,1
3457,0
2575,1
1302,0
785,1
4847,0
4664,0
1523,1
1105,1
2550,0
2215,0
3283,1
4084,1
2938,1
1581,1
1785,1
3504,0
319,0
3661,0
420,1
32,1
2997,1
480,1
3860,1
3345,0
3790,1
3079,1
2071,1
390,1
5060,1
4401,0
4078,0
1260,1
1572,0
4092,1
1273,0
682,1
5106,0
2279,0
3134,0
1879,1
760,1
1304,1
4319,0
2049,0
1381,1
369,0
2490,0
2055,1
378,0
2881,0
1452,1
2582,0
3716,0
4190,0
888,0
2837,1
4526,1
2258,0
3782,0
3286,1
3731,1
2562,0
4625,0
2489,1
668,1
4141,0
2829,0
436,1
4862,0
4845,0
2008,0
2851,1
1411,0
4827,0
4242,1
3182,1
1698,0
4581,0
1440,1
589,1
753,1
3640,0
798,1
3290,1
1428,0
1337,0
1459,1
4613,0
4823,0
2657,1
3748,0
953,1
3312,1
3338,0
1394,0
2079,1
2872,1
2549,1
2998,1
416,0
4133,0
1557,1
1231,0
1228,0
2852,0
4869,0
3588,0
145,1
2860,0
479,1
3812,0
4960,0
850,1
3949,0
1494,1
4296,0
127,0
1151,1
1588,0
3035,1
2004,0
4362,1
2758,1
2624,0
4958,0
1463,1
3021,1
4792,0
2850,1
2161,1
3048,1
2648,1
923,0
4607,1
1621,0
4803,0
860,1
4904,1
4541,0
311,1
3403,1
2693,0
17,0
2132,1
2682,0
1942,0
4774,0
2769,0
3398,0
3132,1
4988,0
4483,0
3350,0
4235,1
4837,0
2555,1
1278,1
4341,0
4243,0
1592,0
4339,0
4316,0
2014,1
1648,0
1940,1
2309,0
2248,0
4119,1
3158,1
1069,1
1062,0
4863,1
2066,0
2554,0
558,0
71,0
2494,0
2271,0
4002,0
3705,0
2301,1
4933,1
1358,0
4079,1
4336,0
1256,1
99,0
2242,0
2467,0
3388,1
4277,1
192,1
1257,1
1241,1
1827,1
2078,1
4383,0
1670,0
3301,1
4206,1
1113,1
1756,0
3868,1
4946,0
4035,0
4735,0
183,1
1086,0
4373,0
3375,0
4197,0
4076,1
851,1
2035,0
2651,1
2991,0
2087,1
2519,1
562,0
88,0
576,1
3639,0
3474,1
3436,1
880,1
5101,0
4969,0
1617,0
376,1
1754,0
2320,0
3601,0
1778,0
3571,0
1900,0
2417,1
3878,1
1235,1
3895,0
456,1
4096,0
5042,0
2564,0
4525,0
3510,0
2813,1
1272,1
3193,1
2224,0
3386,0
571,1
4974,0
1978,1
2888,1
1011,0
1981,0
806,0
3500,1
2009,0
3499,1
4163,1
4730,0
2150,0
1949,1
4739,1
2960,1
2987,1
4540,0
1762,0
3924,0
496,1
4807,1
1481,1
544,1
3658,1
2487,1
2588,0
39,0
2712,0
1404,0
4115,0
3466,1
3513,0
2950,0
2263,0
1780,1
5056,0
1270,1
4951,0
2233,0
4433,1
3238,1
411,1
1207,1
4064,0
2854,1
3370,1
364,1
1057,1
1496,1
2434,1
3288,0
773,1
3383,0
4222,0
1441,1
1085,1
3964,0
4913,0
1725,0
3178,1
4561,0
1681,1
706,1
1646,1
4657,0
4702,0
3439,1
4462,0
3093,0
2873,1
4729,0
4973,0
1983,1
2028,0
48,1
2853,1
219,0
1286,0
2201,1
4019,0
