job_title,company,description,job_url,keywords_present,page_found
Data Scientist/Researcher (Up to 25% Profit Sharing Benefit!),CACI,"Job Description
BITS, a CACI Company, offers very rewarding and unique benefits, which equates to 50% of compensation on TOP of your base salary! The first part is a tax-qualified profit-sharing retirement plan, to which BITS annually contributes up to 25% of your base salary (not in excess of applicable IRS limits) to your retirement account. The second component consists of BITS' Individual Benefit Account (IBA), which is used for premiums, medical reimbursements, dependent care, education and Paid Time Off (PTO) policy. Both components of the BITS benefit package are paid for by BITS, in addition to your base salary and potential performance bonuses. We believe in a healthy home/work balance and both of our locations offer a wide variety of activities to balance with your work life. Learn more at http://www.caci.com/bit-systems/

We are seeking talented IT/Engineer professionals that are excited about the dynamic intelligence community space and using the latest technologies available to create truly rich user experiences. This is your opportunity to work with a highly talented engineering team that builds technology that bridges software and intelligence community needs. Our client engagement processes, the way we collaborate, operate, and deliver value provides an unparalleled opportunity to grow and advance. Choose us, and make delivering innovative work part of your extraordinary career.
What You’ll Get to Do:
As our Data Scientist/Researcher you will have the opportunity to work in our research and development lab in the Aurora, CO area. Become a member of a software development team supporting a large, multi-delivery, multi-year development contract supporting national and tactical requirements. Responsible for design analysis, problem solving/trouble shooting, determining and implementing solutions to a variety of challenging data science problems.
Work within a cross-disciplinary team to research new applications of Machine Learning and Deep Learning analytics.
Responsible for implementing experiments by leveraging open source and custom tools and techniques.
Use critical thinking to assess deficiencies in existing solutions or expert system-based applications and provide recommendations for improvement
You’ll Bring These Qualifications:
Education:
Degree in Computer Science, Statistics, Mathematics or related Engineering discipline

Experience:
A minimum of 7 years of related experience, or a M.S. degree and 5 years of experience, or a PhD with a minimum of 2 years of academic or industry experience.

Required Skills:
In depth knowledge and practical experience using a variety of machine learning techniques, for example: linear regression, logistic regression, neural networks, support vector machines, anomaly detection, natural language processing, clustering and classification algorithms.
Experience with Python and modern deep learning frameworks, such as Keras, TensorFlow, pyTorch, caffe, numpy, scipy
Strong written and verbal communication skills
Self-starter that can work with minimum supervision and has good team interaction skills
Active TS/SCI Poly Security Clearance
These Qualifications Would be Nice to Have:
Basic understanding and practical experience with digital signal processing techniques
Experience working within research and development (R&D) environments
Experience working within Agile development teams leveraging DevOps methodology
Experience working within cross-functional teams following a SCRUM/Sprint-based project execution
Experience delivering software systems for DoD customers
What we can offer you:
We’ve been named a Best Place to Work by the Washington & Denver Post
Our employees value the flexibility at CACI that allows them to balance quality work and their personal lives.
We offer competitive benefits and learning and development opportunities.
We are mission-oriented and ever vigilant in aligning our solutions with the nation’s highest priorities.
For over 55 years, the principles of CACI’s unique, character-based culture have been the driving force behind our success.
DACOHP
JHUJOBS!
TH-JOBS!
Job Location
US-Aurora-CO-DENVER


CACI employs a diverse range of talent to create an environment that fuels innovation and fosters continuous improvement and success. At CACI, you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for Intelligence, Defense, and Federal Civilian customers. CACI is proud to provide dynamic careers for employees worldwide. CACI is an Equal Opportunity Employer - Females/Minorities/Protected Veterans/Individuals with Disabilities.",https://www.indeed.com/viewjob?jk=1885fe6be0d37afe&from=serp&vjs=3,,9
Business Data Analyst,RingCentral,"Job Title: Business Data Analyst
Job Type: Full Time
Location: Denver, CO
Department: Professional Services
RingCentral, Inc. is an award-winning global provider of cloud unified communications and collaboration solutions. More flexible and cost-effective than legacy on premise systems, RingCentral solutions empower today’s mobile and distributed workforces to be connected anywhere and on any device through voice, video, team messaging, collaboration, SMS, conferencing, online meetings, contact center, and fax. RingCentral provides an open platform that integrates with today’s leading business apps while giving customers the flexibility to customize their own workflows. We are a $650M company, disrupting the $100B business communications and collaboration market (Avaya, Cisco, Microsoft) with a killer product (Gartner MQ Leader last 3 years) and rapid growth (30%). We are now pulling away from the competition and leaving them behind as we scale our product revenues and product capabilities. We are looking for outstanding talent to help us scale our revenues to $1b and beyond in the coming years.
Job Description:
The ideal candidate is adept at using large business data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They develop and monitor data quality metrics and ensure business data and reporting needs are met. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
Responsibilities:
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of professional services operations and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Help define metrics/KPIs for managing professional services business and build automated dashboards that can display those KPIs for internal stakeholders at various level of management.
Ask and answer the next question(s) after gathering and analyzing the data to make insights more powerful not just delivering what was asked for.
Qualifications:
Minimum of 3 years of data science-related experience in a large-scale environment preferably for professional services organization.
Data visualization skills (Tableau) Putting together visualizations that update automatically allows our team to only need to do something once, rather than on a daily/weekly/monthly basis. This role needs to be able to turn the results of a complicated SQL query into something that a non-technical person can easily understand.
Technical background of using Salesforce, MAQL, SQL database/coding, advanced MS Excel skills, business Intelligence and data analytics tools, business statistics, Hadoop platform, data lake and data warehouse architecture.
Understanding of operations of Professional Service organization including: revenue and bookings; budgeting and forecasting; billing and accruals; planning and monitoring performance indicators.
Strong interpersonal skills, ability to convey and relate ideas to others.
Background in project or program management (PMP certification preferred).
Bachelor’s degree in a related field.",https://www.indeed.com/viewjob?jk=f68efa2c360b362b&from=serp&vjs=3,,9
Data Science Lead,DISH,"Summary
Sling TV L.L.C. provides an over-the-top (internet delivered) television experience on TVs, tablets, gaming consoles, computers, smartphones, smart TVs and other streaming devices. Distributed across a variety of strategic device partners, including Google, Amazon, Apple TV, Microsoft, Roku, Samsung, LG, Comcast, and many others, Sling TV offers two primary domestic streaming services that collectively include more than 100 channels of top content. Featured programmers include Disney/ESPN, NBC, AMC, A&E, EPIX, NFL Network, NBA TV, NHL Networks, Pac-12 Networks, Hallmark, Viacom, and more. For Spanish-speaking customers, Sling Latino offers a suite of standalone and extra Spanish-programming packages tailored to the U S. Hispanic market. And for those seeking International content, Sling International currently provides more than 300 channels in 20 languages (available across multiple devices) to U.S. households.
Sling TV is the #1 Live TV Streaming Service Sling TV is a next-generation service that meets the entertainment needs of today's contemporary viewers. Visit www.Sling.com. We are driven by curiosity, pride, adventure, and a desire to win – it's in our DNA. We're looking for people with boundless energy, intelligence, and an overwhelming need to achieve to join our team as we embark on the next chapter of our story.

Opportunity is here. We are Sling.

Job Duties and Responsibilities
About the position

Our mission is to build the next generation, web scale platform for Sling TV. Our environment is…

Complex
Highly elastic
Based on some of the latest and greatest cloud native technologies
Very fast paced
Your team will be…

Enabling a proper enterprise Data Lake in AWS
Building models and tools to get value out of the mass amounts of data we have in our environment
Enabling the best, most personalized and resilient customer experience possible
In order to be successful in this role, you will need to be…

Highly motivated, driven & hard working
Able to lead a team of 3-5 into the world of data science
Not afraid to fail and comfortable working independently and with a team
Comfortable working with massive datasets in real time and batch processing with superior analytics skills
Comfortable talking to and working with Senior Executives
Apply data mining techniques, do statistical analysis, and build high quality prediction systems integrated with our product. Doing ad-hoc analysis and presenting results in a clear manner.
Processing, cleansing, and verifying the integrity of data used for analysis
Enhancing data collection procedures to include information that is relevant for building analytic systems
Data mining using state-of-the-art methods. Create automated anomaly detection systems and constant tracking of its performance.
A team player. We have a great group of diverse folks working together in harmony. Big egos and ""super heroes"" need not apply.
Real-time machine learning
Skills - Experience and Requirements
Basic Requirements:

A successful Data Science Lead will:

Be available to work onsite out of our American Fork, UT or Englewood, CO offices
Have a 4-year college degree in Computer Science / Information Technology, master's degree and or a PHd is preferred or equivalent professional experience
10+ years professional enterprise experience
Open to occasional travel for quarterly planning meetings and or other key workshops
Here are some of the key technologies that make up our environment. While we do not expect you to have a detailed understanding of each, the more of these you are familiar with the better.

ELK Stack / HDFS / Hadoop / Hive
Linux
AWS Big Data Tools: S3, Kinesis, Red Shift, Athena
Java, Python, R, SQL
Machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, h20.ai, etc.
Artificial Intelligence
Predictive Analytics
Tableau or other visualization tools
Kafka / Confluent
CI / CD and Cloud Native Computing (Docker, Kubernetes, Consul, Vault)",https://www.indeed.com/viewjob?jk=41b1c3a85592373d&from=serp&vjs=3,,8
"Internship - Data Scientist, Denver CO (Summer 2020)",Aegon,"What Success Looks Like & What You’ll Do (Responsibilities):
Design experiments and formulate machine learning problems to address major business challenges and innovation opportunities
Work with product managers and data engineers to discover, collect, cleanse, and refine the data needed for analysis and modeling
Analyze large datasets to extract actionable insights and inform experimental design and model development
Write lucid, compelling summaries to communicate results of your analysis, model development, and testing which inform how the business should act
Collaborate with peers, challenging assumptions and providing constructive criticism and ideas for improvement
Build models using a variety of statistical and machine learning techniques, assessing the best type of model for the problem context and using advanced techniques and customization's to optimize model performance
Harden models for production deployment and monitor model performance over time
Who You Are (Qualifications):
Pursuing a Masters or PHD in computer science, machine learning, data science, mathematics, statistics, or a related quantitative field.
You have knowledge of major machine learning algorithms
You have beginning-intermediate skills in Python and R
You have practical experience with machine learning libraries and platforms, like Scikit-learn and Tensorflow
Your statistical analysis skills are solid and you have a good understanding of experimental design
You have excellent analytical and problem solving skills
You can demonstrate your experience working with data at scale in the Hadoop ecosystem
You have great communication skills and a particular talent for using data to tell a story
You love to learn and keep pace with the latest advances in data science and machine learning
Students must be actively pursuing a degree at a college or university and must not graduate prior to completion of the internship.",https://www.indeed.com/viewjob?jk=6a450dd5e68fe8de&from=serp&vjs=3,,8
Data Scientist,Tax Guard,"Tax Guard is revolutionizing how tax information is used by businesses to empower their confident decision making. We are looking for a passionate individual who will not only contribute and grow with our culture of innovation, but share our commitment to the pursuit of success by way of embracing trust, diversity, and integrity in every step.

THE ROLE YOU WILL PLAY

Modeling / Analytics
Develop data and analytical models that offer deeper insight into the information for critical discoveries and decisions
Design and build infrastructure for data extraction, preparation and loading for model execution
Collaborate across product, engineering, IT and Marketing teams to develop best possible solutions
Understand the framework and assumptions of advanced models, quantitative methods and machine learning algorithms and how those are used in the business decision making process
Assess and articulate mathematical and technical considerations for assumptions, limitations and performance used in the models. Communicate clearly to key stakeholders
Assess adequacy of monitoring, maintenance and documentation of models and quantitative methods
Identify and flag meaningful trends and opportunities in our data for productization or existing product enhancements
Recommend best practices for using new and evolving technology to support IT and operational teams
Identify and evaluate novel data sources, develop new attributes and new scores
Product Support/Development
Evaluate project designs to determine adequacy or feasibility and provide guidance for best use of data
Develop data products that support expansion into adjacent markets such as traditional banking
Explore product use cases to sell to our existing lenders (e.g. small business risk report, insights, predictive modeling, etc.)
Sales Support
Support business development efforts and explore/recommend diversification opportunities
Be the subject matter expert for analytical guidance during the sales cycle
People Leadership
Collaborate and maintain strong relationships with sales, marketing, IT, and product to determine design specifications or details
Hire, manage, and develop Tax Guard data scientists
Ensure alignment of Data Science initiatives with Company objectives
Translate data science terminology and opportunities into product requirements

EXPERIENCE/FORMAL TRAINING

Advanced degree (MA/MS/PhD/DSc) in an analytical field required
7+ years business experience with emphasis on advanced data analysis and evaluation and machine learning, data mining, or advanced econometric modeling
3+ years credit policy and underwriting experience
3+ years in managerial/leadership role with cross-functional experience
Ability to thrive in a dynamic and fast-paced environment and drive change, and collaborate effectively with a variety of individuals and teams inside and outside Tax Guard
Demonstrable familiarity with machine learning techniques and algorithms: decision trees, penalized regressions, bootstrap aggregation, gradient boosting, and graph networks
R, Python, and other high-level languages; C++ a plus;
Familiarity with RESTful APIs and other low-latency scoring technologies

COMPETENCIES

Analytical—Synthesizes complex or diverse information; Collects and researches data; Uses intuition and experience to complement data; Designs workflows and procedures.
Oral Communication—Speaks clearly and persuasively in positive or negative situations; Listens and gets clarification; Responds well to questions; Demonstrates group presentation skills; participates in meetings.
Written Communication—Writes clearly and informatively; Edits work for spelling and grammar; Varies writing style to meet needs; Presents numerical data effectively; Able to read and interpret written information.
Leadership—Exhibits confidence in self and others; Inspires and motivates others to perform well; Effectively influences actions and opinions of others; Accepts feedback from others; Gives appropriate recognition to others.
Business Acumen—Understands business implications of decisions; Displays orientation to profitability; Demonstrates knowledge of market and competition; Aligns work with strategic goals.
Strategic Thinking—Develops strategies to achieve organizational goals; Understands organization’s strengths & weaknesses; Analyzes market and competition; Identifies external threats and opportunities; Adapts strategy to changing conditions.
Adaptability—Adapts to changes in the work environment; Manages competing demands; Changes approach or method to best fit the situation; Able to deal with frequent change, delays, or unexpected events.
Initiative—Volunteers readily; Undertakes self-development activities; Seeks increased responsibilities; Takes independent actions and calculated risks; Looks for and takes advantage of opportunities; Asks for and offers help when needed.


The above is intended to describe the general content of and requirements for the performance of this job. It is not to be construed as an exhaustive statement of duties, responsibilities or physical requirements. Nothing in this job description restricts management’s right to assign or reassign duties and responsibilities to this job at any time. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

We are an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.",https://www.indeed.com/viewjob?jk=ad6a311bb4385070&from=serp&vjs=3,,8
Data Scientist,Viola AI,"Viola AI is looking for experts in data science and machine learning. Python, R, and bash scripting is sufficient but we like to see skills in leveraging adjacent warehouses to build data driven applications. In particular, MySQL, Redis, ElasticSearch et al. Knowledge of the AWS s3 and Hadoop ecosystem is a plus, too. Expert level knowledge of statistics, linear algebra, modern statistical learning with an understanding of when/how to invoke deep learning techniques vs. traditional methods is a must.
Location of role would be out of our HQ in downtown Boulder, Colorado.
Qualifications
Degree: M.S. or Ph.D.
Experience: New graduates to 20+ years of experience",https://www.indeed.com/viewjob?jk=04d61fa5645ef652&from=serp&vjs=3,,8
Building Data Scientist III,National Renewable Energy Laboratory,"Posting Title
Building Data Scientist III
.
Location
CO - Golden
.
Position Type
Regular
.
Hours Per Week
40
.
Job Description
The NREL Commercial Buildings Research Group is transforming energy through building science and integration. We are expanding the frontier of scientific knowledge that enables optimized energy use, generation, and storage in the built environment at multiple scales. Our research significantly enhances the resiliency, efficiency, and affordability of energy systems across the United States and the world. Data management, analytics, and visualization are core to our research, which often requires the generation of energy data at scale via both sensor infrastructure and physics-based simulation engines. We also leverage local and national datasets from diverse sources. Our preference is to leverage open source tools and we make substantial open sources contributions in the building energy modeling space.
The ideal candidate has experience with the design and implementation of data models, pipelines, cleaning strategies, analyses and visualizations. The data scientist should have experience with data visualization frameworks and preferably have experience synthesizing data analysis results into basic web applications. The successful applicant will work collaboratively to define problems, design solutions, implement analyses, and effectively communicate the outcomes. The hired candidate must be comfortable working across teams to remove uncertainty from project requirements and build consensus around outcomes.
.
Basic Qualifications
PhD in Computer Science, or related. Or Master's Degree in Computer Science or related and 3 or more years of research/engineering experience. Or Bachelor's Degree in Computer Science or related and 5 or more years of research/engineering experience.
.
Additional Required Qualifications
.
Preferred Qualifications
Strong communication and writing skills.
Experience with data modeling and data exchange formats, especially XSD.
Experience with big data workflow and management using tools such as Kubernetes or Docker Swarm.
Experience with software development in a scientific environment using Python, Ruby, or C++.Working knowledge of building science principles and building energy reporting terminology.
An understanding of the energy-related challenges and opportunities inherent in metering, managing, and storing building interval data.
Data science experience with related frameworks such as pyTorch, TensorFlow, scikit-learn, or various others.
Strong probability and statistics background with demonstrated expertise.
Working experience in writing quality code with unit tests and integration tests as needed.
.
Submission Guidelines
Please note that in order to be considered an applicant for any position at NREL you must submit an application form for each position for which you believe you are qualified. Applications are not kept on file for future positions. Please include a cover letter and resume with each position application.
.
EEO Policy
NREL is dedicated to the principles of equal employment opportunity. NREL promotes a work environment that does not discriminate against workers or job applicants and prohibits unlawful discrimination on the basis of race, color, religion, sex, national origin, disability, age, marital status, ancestry, actual or perceived sexual orientation, gender identity, or veteran status, including special disabled veterans.
NREL validates right to work using E-Verify. NREL will provide the Social Security Administration (SSA) and, if necessary, the Department of Homeland Security (DHS), with information from each new employee’s Form I-9 to confirm work authorization.",https://www.indeed.com/viewjob?jk=16d0fb4f64302e0b&from=serp&vjs=3,,15
Data Scientist,Bank of America,"Job Description:
This position will be responsible for enabling analysis, modeling, and optimization through producing information products. Actively involved in the research and development efforts. Primary requirement is not related to traditional programming or systems analysis skills but to the ability to create sophisticated, value-added analytic systems that support cyber crime protection and related issues of risk management, operational efficiency, regulatory compliance, and research. These systems must overcome issues of complex data (e.g., VLDB, multi-structured, big data, etc.) as well as deployment of advanced techniques (e.g., machine learning, text mining, statistical analysis, etc.) to deliver insights. Responsible for adoption of enterprise information products through clearly communicating how enterprise information products answer material banking questions leading to decisions and actions. This role possesses an advanced degree in hard science. Able to lead or work independently on complex projects and influence strategic direction.
Responsibilities:
Support key regulatory model testing, implementation, ongoing performance monitoring, and MRM documentationUse data assets to gain insights into current processes and modelsDrive processing, cleansing, and verifying the integrity of data used for analysisResearch and identify the data gaps, develop and implement remediation plan and assess the model outcome impactLead Data Quality metrics development and monitoring, internal process design and documentationExtend company’s data with third party sources of information when neededData mining, investigation and transformation
Experience / Qualifications:
5+ years of professional experience as a data scientist or related rolesAdvanced degree or equivalent experience in a quantitative discipline.Strong STEM backgroundHands on experience in Machine Learning, Statistical Modeling, Quantitative Analysis, Forecasting, Data VisualizationStrong knowledge and high proficiency in SAS, SQL, Python, etc.Attention to details and willingness to dive deeper into complex databases and sources
Shift:
1st shift (United States of America)
Hours Per Week:
40",https://www.indeed.com/viewjob?jk=a46abe69ad0756ca&from=serp&vjs=3,,11
Data Engineer (Mid and Senior),Datalere,"Data Engineer, Mid to Senior Level
Datalere team members lead by example, focus on customer needs and have a thirst to learn all they can about data analytics. Successful candidates are self-starters and never shy away from challenges.
We need team members that excel when working directly with clients to meet their goals. They understand the client's needs and requirements and build a collaborative environment to ensure a successful project delivery.
Data Engineers analyze and develop on-premises and/or cloud data and ETL solutions to solve the client's challenges. They enjoy the challenges of consulting and thrive to knock the socks off of clients
Please note that this role is vendor agnostic in regards to what ETL tools are used, so having multi vendor experience would be ideal.
Responsibilities:
Hands-on development and serve as technical expert on projects
Develop data solutions leveraging traditional and cloud product offerings from leading vendors
Develop data models to meet client needs
Develop data models to meet client needs, including transactional, third-normal form, dimensional, columnar, distributed and NoSQL
Develop ETL/ELT processes and patterns to efficiently move data
Create data visualizations, dashboards and reports as needed
Develop and scope requirements
Travel as needed (currently less than 5%)
Maintain effective communication with team and customers
Qualifications
2+ years designing and developing data analytics solutions
2+ years with RDBMS such as SQL Server, Oracle, MySQL
2+ years data warehouse, dimensional modeling design and architecture
A passion to learn and improve your skills to deliver the best possible solutions to customers
Experience with cloud based data services offered by Azure, AWS and Google
Experience with data visualization tools such as Power BI and Tableau
Previous consulting experience preferred
Degree in computer science, information technology, engineering or business
Must be authorized to work in the US. We are unable to sponsor H-1B visas at this time.
About Us
At Datalere, we work with our clients to transform their enterprise through the use of modern compute technologies and proven deployment processes providing cost effective durable solutions for the competitive world.
If you are seeking new challenges, interested in staying up to date with the latest releases and can deliver uncompromised service to our customers, then we'd like to hear from you. If you are interested and meet the above qualifications, please submit your resume and cover letter indicating your interest to join our team.",https://www.indeed.com/viewjob?jk=ab2f7b23069fe431&from=serp&vjs=3,,12
Senior Data Scientist,Vail Resorts,"Reach Your Peak at Vail Resorts. You're someone who pushes boundaries and challenges the status quo. You're brave, ambitious and passionate in everything you do. And we want you on our team. Pursue your fullest potential and never settle in the quest to deliver extraordinary guest service. Join one of the world's most innovative companies and re-imagine a mountain resort experience with us. Welcome to Vail Resorts. Reach Your Peak.
SUMMARY:

Vail Resorts is looking to hire a Senior Data Scientist to join our Data Science team. This role will be a key member of a very high-profile team that sits at the center of Vail Resorts’ strategy and has the full support of the CEO, CMO and the Executive Committee. We have a proprietary first party guest database that was built over the last 5+ years, is unmatched by any other company in the industry, and creates a robust foundation for building out impactful algorithmic solutions. This role will be a critical part of the team that will take our Data Science capabilities to the next level, developing advanced technologies that will not only uncover business insights / anomalies but also help tailor experiences for our guests that will drive sizable impact for the business (e.g. predictive Next Resort Model to drive increased return rate for our guests).
WHY THIS ROLE IS SPECIAL:

Vail Resorts is an incredibly fast-growing company at the forefront of the Travel and Tourism industry – redefining the ski industry in the 21st century
Leveraging analytics is a core pillar of Vail Resorts’ strategy moving forward – a critical driver of our success leading to a strong willingness to invest
We are a data-driven business with a proprietary guest database unmatched by any other company in the industry – a great foundation for building out analytic use cases
The opportunity to take our Data Science capabilities to the next level – on a growing team of data scientists (10+ near future state) and having significant impact on the business
Exposure to senior leaders of the business (CEO, CMO, broader Executive team) – a unique opportunity to team with our business leadership to reimagine analytics
All the free skiing / riding you and your dependents can handle – free Epic passes, discounted lodging and retail

REQUIRMENTS:

At least 3-5+ years of experience
Advanced degree in a quantitative field (Computer Science, Statistics / Math, Engineering, etc.)
Experience in design, deployment, and tuning of machine learning algorithms (supervised and unsupervised) – applications to marketing and customer insights preferred
Fluency in SQL preferred as well as development experience in at least one statistical programming language (Python, R, etc.)
Must be comfortable in the classification and assessment of the strengths and weaknesses of alternative algorithmic solutions/approaches
Demonstrated hands-on engineering and development of large-scale data/data science centered solutions (production environments preferred)
Comfortable working in a dynamic, research-oriented group with several ongoing concurrent projects
Strong communication skills including the capability to present complex results in an eloquent and easily understood manner
Strong learning agility with a relentless desire for continuous improvement and continued education - incorporating the newest ideas, technologies, and approaches to business
A brave, ambitious, and passionate professional who is comfortable in his/her own skin while also demonstrating a high level of self-awareness
We offer a variety of career opportunities at our world-class resorts and corporate headquarters near Boulder, Colorado in fields like Finance & Accounting, Human Resources, Information Technology, Legal, Public Affairs & Sustainability, Marketing, Sales & Communications and more. Our corporate team shares both a passion for the outdoors and a drive to re-imagine the mountain resort experience around the world. Learn more at www.vailresortscareers.com
Vail Resorts is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, protected veteran status or any other status protected by applicable law.
VRIT
Requisition ID 179588",https://www.indeed.com/viewjob?jk=44f3a215eda5f5af&from=serp&vjs=3,,2
Head of Data Science,Front Door,"Company Overview
Frontdoor is a company that’s obsessed with taking the hassle out of owning a home. With services powered by people and enabled by technology, it is the parent company of four home service plan brands: American Home Shield, HSA, Landmark and OneGuard. Frontdoor serves more than two million customers across the U.S. through a network of 15,000 pre-qualified contractor firms that employ over 45,000 technicians. The company’s customizable home service plans help customers protect and maintain their homes from costly and unplanned breakdowns of essential home systems and appliances. With more than 45 years of experience, the company responds to over four million service requests annually (or one request every eight seconds). For more details, visit frontdoorhome.com .
This is the role you are looking for, if:
you interested in working at the intersection of applied quantitative research, engineering development, and data science

you have an interest in building a high-performance data science group that delightful consumer experience through solving quantitative problems

Responsibilities
Solve the supply-demand problems of service professional and home repair

model home appliances and their maintenance schedule based on 50 years of industry data

build models that take aspects of weather-related trends to predict demands of services

Create models of service assignments based on experiences by customer's interaction with service professionals

build the Data Science function at Frontdoor

Define data science strategy for Frontdoor

Lead and mentor a team of Data Scientists and Analysts

Hands-on leader, you will personally own critical initiatives.

Find new opportunities to put our data to work in service of our customers without compromising end-user privacy or security.

Partner with the Engineering organization to define the data infrastructure

Required qualifications
Excellent educational background in a quantitative field, such as Operations Research, Economics/Econometrics, or Machine Learning

Comfortable with research methodologies to address abstract business and product problems with utmost precision, while staying grounded in common sense. Makes complex problems simple

5-7 years industry experience in data analytics and quantitative modeling, with significant work experience as a technical contributor

3-5 years of startup experience

5-7 years of team leadership experience

Excellent judgment and creative problem-solving skills

Excellent written skills and interpersonal

Enjoys being a leader

Experience with common analysis tools - SQL, Python, R, etc.

Demonstrable familiarity with code and programming concepts (modeling exercise during the interview)

Self-starter and relentless personal drive to get things done

Ability to drive multiple initiatives at once, while constantly driving focus on the highest priorities

Preferred Qualifications
Ph.D. degree

Experience with operations, routing, dispatch, logistics modelization

Experience with deep learning, representation learning, convex & combinatorial optimization, hypothesis testing, causal inference, and behavioral modeling

Experience leading a distributed team, deeply embedded in multiple functions and businesses

For more than 40 years, American Home Shield has protected homeowners by providing affordable protection against inevitable home system component and appliance breakdowns. We have a network of more than 11,000 pre-screened home service contractors and 45,000 professional technicians that provide convenient, reliable expert service to our customers. At American Home Shield, we provide possibilities for career advancement and training and development opportunities. Join our team and help solve the homeowner's dilemma every day!
Job Category: Engineering",https://www.indeed.com/viewjob?jk=0b3fdfdfcf73665c&from=serp&vjs=3,,2
Data Scientist,SSB Consulting Group LLC,"Description:
Summary

This role is responsible for contributing to the use of data to make decisions and driving forward SSB’s Advanced Analytics product goals. This includes: The development and execution of new predictive modeling algorithms, the coding/development of tools that use predictive modeling to make business decisions, searching for and integrating new data (both internal and external) that improves our modeling results (and ultimately our clients’ decisions), and discovery of solutions to SSB’s and our clients’ business problems that can be solved through the use of predictive modeling.

Responsibilities


Acts as SME and uses best practices to develop statistical techniques to build models that address SSB’s and our clients’ business needs
Utilizes effective project planning techniques to break down basic and occasionally moderately complex projects into tasks and partner with product team to ensure deadlines are kept
Uses and learns a wide variety of tools and languages to achieve results.
Proficient in Python (NumPy, Pandas, scikit-learn, Keras, Tensorflow)
Experience with SQL, JSON, ETL, Cloud Storage, API’s
Experience with Docker / Kubernetes
Experience with Azure Functions
Innovates on projects by suggesting and using new modeling techniques or tools
Executes on modeling/machine learning projects effectively
Communicates findings to team and leadership ensure models are well understood and incorporated into business processes
Works with leaders to ensure the project will meet their needs
Maximizes personal professional development to ensure continuation of a personal contribution to the team and SSB.

Requirements:
Qualifications & Education


Have completed at least a Bachelor’s degree in a quantitative field such as statistics, mathematics, computer science, physics, finance or economics or a related field. Progress towards Master’s is preferred.
2 years of related experience in using statistical modeling and/or machine learning techniques to build models that have driven company decision making preferred
Experience in managing and manipulating large, complex data sets
Ability to code and develop prototypes in languages such as Python, preferred
Experience with data visualization tools (Tableau, PowerBI, matplotlib, seaborn)
Knowledge of advanced modeling techniques preferred
Demonstrated analytic agility and the ability to analyze and interpret moderate to complex concepts
Ability to provide written and oral interpretation of highly specialized terms and data, and ability to present this data to others with different levels of expertise",https://www.indeed.com/viewjob?jk=ea41a686254dfad7&from=serp&vjs=3,,2
